ID,Filename,Lat,Lon,Alt,Heading
1,foto_001.jpg,-35.3632621,149.1652374,0.0,0
2,foto_002.jpg,-35.3632621,149.1652374,0.0,0
3,foto_003.jpg,-35.3632621,149.1652374,0.0,0
4,foto_004.jpg,-35.3632621,149.1652374,0.0,0
5,foto_005.jpg,-35.3632621,149.1652374,0.0,0
6,foto_006.jpg,-35.3632621,149.1652374,0.0,0
7,foto_007.jpg,-35.3632621,149.1652374,0.0,0
8,foto_008.jpg,-35.3632621,149.1652374,0.0,0
9,foto_009.jpg,-35.3631516,149.165327,10.01,120
10,foto_010.jpg,-35.3631516,149.1653273,10.0,120
11,foto_011.jpg,-35.3632201,149.1653877,10.01,153
12,foto_012.jpg,-35.3632202,149.1653878,10.01,153
13,foto_013.jpg,-35.363303,149.1653871,10.0,189
14,foto_014.jpg,-35.3633023,149.1653871,9.99,189
15,foto_015.jpg,-35.3633704,149.1653268,10.02,225
16,foto_016.jpg,-35.3633709,149.1653261,10.01,225
17,foto_017.jpg,-35.3633951,149.1652345,10.01,261
18,foto_018.jpg,-35.3633957,149.1652306,10.02,261
19,foto_019.jpg,-35.3633723,149.1651389,10.01,296
20,foto_020.jpg,-35.3633705,149.1651344,10.02,296
