ID,Filename,Lat,Lon,Alt,Heading
1,foto_001.png,-35.3633401,149.1650963,10.0,313
2,foto_002.png,-35.3633401,149.1650963,10.0,313
3,foto_003.png,-35.3633401,149.1650963,10.0,313
4,foto_004.png,-35.3633401,149.1650963,9.99,313
5,foto_005.png,-35.3633403,149.1650963,10.0,313
6,foto_006.png,-35.3633403,149.1650963,10.0,313
7,foto_007.png,-35.3632918,149.1651265,9.98,28
8,foto_008.png,-35.3632803,149.1651341,9.98,30
9,foto_009.png,-35.363145,149.1653081,9.99,91
10,foto_010.png,-35.3631459,149.1653149,9.99,104
11,foto_011.png,-35.3632139,149.1653833,10.01,152
12,foto_012.png,-35.3632175,149.1653857,10.01,156
13,foto_013.png,-35.3632985,149.1653873,10.01,187
14,foto_014.png,-35.3633017,149.1653868,10.02,193
15,foto_015.png,-35.3633602,149.1653373,9.99,223
16,foto_016.png,-35.3633648,149.1653321,10.0,227
17,foto_017.png,-35.3633935,149.1652418,10.0,259
18,foto_018.png,-35.3633946,149.1652351,10.01,264
19,foto_019.png,-35.3633747,149.1651463,10.0,295
20,foto_020.png,-35.3633723,149.1651394,10.01,298
