ID,Filename,Lat,Lon,Alt,Heading,AltObjetivo
1,foto_001.jpg,-35.363207,149.1652299,5.0,141.0,5
2,foto_002.jpg,-35.3632078,149.1652403,5.0,182.0,5
3,foto_003.jpg,-35.3632097,149.1652502,4.99,191.0,5
4,foto_004.jpg,-35.3632129,149.16526,5.0,203.0,5
5,foto_005.jpg,-35.363214,149.1652619,5.0,194.0,5
6,foto_006.jpg,-35.3632228,149.1652767,5.0,222.0,5
7,foto_007.jpg,-35.3632244,149.1652782,5.0,212.0,5
8,foto_008.jpg,-35.3632366,149.1652889,5.0,240.0,5
9,foto_009.jpg,-35.3632444,149.1652928,5.0,249.0,5
10,foto_010.jpg,-35.3632525,149.1652952,4.99,260.0,5
11,foto_011.jpg,-35.363261,149.1652959,5.0,269.0,5
12,foto_012.jpg,-35.3632695,149.1652952,5.0,279.0,5
13,foto_013.jpg,-35.3632775,149.1652928,5.0,284.0,5
14,foto_014.jpg,-35.3632853,149.1652889,5.0,293.0,5
15,foto_015.jpg,-35.3632925,149.1652835,5.0,302.0,5
16,foto_016.jpg,-35.363299,149.1652768,4.99,311.0,5
17,foto_017.jpg,-35.3633045,149.165269,5.0,321.0,5
18,foto_018.jpg,-35.3633089,149.1652602,5.0,330.0,5
19,foto_019.jpg,-35.3633122,149.1652506,5.0,339.0,5
20,foto_020.jpg,-35.3633124,149.1652493,5.0,344.0,5
21,foto_021.jpg,-35.3633148,149.1652299,5.0,2.0,5
22,foto_022.jpg,-35.3633142,149.1652198,5.0,6.0,5
23,foto_023.jpg,-35.3633122,149.1652097,5.0,14.0,5
24,foto_024.jpg,-35.3633091,149.1651999,5.0,23.0,5
25,foto_025.jpg,-35.3633047,149.1651913,5.0,33.0,5
26,foto_026.jpg,-35.3632993,149.1651834,5.0,41.0,5
27,foto_027.jpg,-35.3632927,149.1651766,5.0,51.0,5
28,foto_028.jpg,-35.3632856,149.1651712,5.0,59.0,5
29,foto_029.jpg,-35.3632778,149.1651671,5.0,68.0,5
30,foto_030.jpg,-35.3632696,149.1651647,5.0,76.0,5
31,foto_031.jpg,-35.3632684,149.1651647,4.99,79.0,5
32,foto_032.jpg,-35.3632525,149.1651647,5.0,97.0,5
33,foto_033.jpg,-35.3632445,149.165167,5.0,102.0,5
34,foto_034.jpg,-35.3632367,149.165171,5.0,111.0,5
35,foto_035.jpg,-35.3632294,149.1651764,5.0,120.0,5
36,foto_036.jpg,-35.363223,149.1651831,5.0,128.0,5
37,foto_037.jpg,-35.3632172,149.1651911,5.0,141.0,5
38,foto_038.jpg,-35.363213,149.1651997,5.0,146.0,5
39,foto_039.jpg,-35.3632097,149.1652095,5.0,156.0,5
40,foto_040.jpg,-35.3632094,149.1652109,4.99,155.0,5
41,foto_041.jpg,-35.3632072,149.1652301,8.99,176.0,9
42,foto_042.jpg,-35.3632078,149.1652401,9.0,181.0,9
43,foto_043.jpg,-35.3632097,149.1652502,9.0,191.0,9
44,foto_044.jpg,-35.363213,149.16526,9.0,203.0,9
45,foto_045.jpg,-35.3632172,149.1652686,9.0,209.0,9
46,foto_046.jpg,-35.3632227,149.1652766,9.0,219.0,9
47,foto_047.jpg,-35.3632294,149.1652834,9.0,231.0,9
48,foto_048.jpg,-35.3632366,149.1652889,9.0,240.0,9
49,foto_049.jpg,-35.3632373,149.1652892,8.99,238.0,9
50,foto_050.jpg,-35.3632525,149.1652952,9.0,260.0,9
51,foto_051.jpg,-35.3632609,149.1652961,9.0,265.0,9
52,foto_052.jpg,-35.3632619,149.1652959,9.0,269.0,9
53,foto_053.jpg,-35.3632777,149.1652928,9.0,288.0,9
54,foto_054.jpg,-35.3632784,149.1652924,9.0,288.0,9
55,foto_055.jpg,-35.3632926,149.1652834,9.0,307.0,9
56,foto_056.jpg,-35.3632938,149.165282,9.0,301.0,9
57,foto_057.jpg,-35.3633046,149.1652688,9.0,325.0,9
58,foto_058.jpg,-35.3633048,149.1652682,9.0,328.0,9
59,foto_059.jpg,-35.3633122,149.1652503,9.0,343.0,9
60,foto_060.jpg,-35.3633127,149.1652481,9.0,337.0,9
61,foto_061.jpg,-35.3633148,149.1652299,9.0,2.0,9
62,foto_062.jpg,-35.3633148,149.1652281,9.0,357.0,9
63,foto_063.jpg,-35.3633122,149.1652095,9.0,20.0,9
64,foto_064.jpg,-35.363309,149.1651999,9.0,23.0,9
65,foto_065.jpg,-35.3633087,149.1651992,8.99,30.0,9
66,foto_066.jpg,-35.3632991,149.1651832,9.0,46.0,9
67,foto_067.jpg,-35.3632926,149.1651764,9.0,50.0,9
68,foto_068.jpg,-35.3632908,149.1651752,9.0,46.0,9
69,foto_069.jpg,-35.3632777,149.1651671,8.99,72.0,9
70,foto_070.jpg,-35.3632761,149.1651669,9.0,67.0,9
71,foto_071.jpg,-35.363261,149.1651638,9.0,86.0,9
72,foto_072.jpg,-35.3632595,149.1651641,9.0,84.0,9
73,foto_073.jpg,-35.3632444,149.1651671,9.0,106.0,9
74,foto_074.jpg,-35.3632426,149.1651679,9.0,98.0,9
75,foto_075.jpg,-35.3632293,149.1651765,9.0,123.0,9
76,foto_076.jpg,-35.3632279,149.165178,9.0,115.0,9
77,foto_077.jpg,-35.3632173,149.1651911,8.99,141.0,9
78,foto_078.jpg,-35.363217,149.165192,9.0,139.0,9
79,foto_079.jpg,-35.3632097,149.1652095,9.0,158.0,9
80,foto_080.jpg,-35.3632094,149.1652107,9.0,155.0,9
