ID,Filename,Lat,Lon,Alt,Heading
1,foto_001.png,-35.3631326,149.1651782,0.0,61
2,foto_002.png,-35.3631326,149.1651782,0.0,61
3,foto_003.png,-35.3631326,149.1651782,0.0,61
4,foto_004.png,-35.3631326,149.1651782,0.0,61
5,foto_005.png,-35.3631326,149.1651782,0.0,61
6,foto_006.png,-35.3631326,149.1651782,0.0,61
7,foto_007.png,-35.3631326,149.1651782,0.0,61
8,foto_008.png,-35.3631326,149.1651782,0.0,61
9,foto_009.png,-35.3631326,149.1651782,0.0,61
10,foto_010.png,-35.3631492,149.1653191,10.0,115
11,foto_011.png,-35.363151,149.165324,10.01,119
12,foto_012.png,-35.3632134,149.1653825,10.0,151
13,foto_013.png,-35.3632172,149.1653852,10.01,154
14,foto_014.png,-35.3633362,149.1653653,10.01,206
15,foto_015.png,-35.3633394,149.1653636,10.01,212
16,foto_016.png,-35.3633835,149.165292,10.0,241
17,foto_017.png,-35.3633861,149.1652863,10.01,243
18,foto_018.png,-35.3633893,149.1651848,10.01,278
19,foto_019.png,-35.3633887,149.1651803,10.02,285
20,foto_020.png,-35.3633437,149.165102,10.01,315
