ID,Filename,Lat,Lon,Alt,Heading
1,foto_001.jpg,-35.3631326,149.1651798,0.0,61
2,foto_002.jpg,-35.3631326,149.1651798,0.0,61
3,foto_003.jpg,-35.3631326,149.1651798,0.0,61
4,foto_004.jpg,-35.3631326,149.1651798,0.0,61
5,foto_005.jpg,-35.3631326,149.1651798,0.0,61
6,foto_006.jpg,-35.3631326,149.1651798,0.0,61
7,foto_007.jpg,-35.3631326,149.1651798,0.0,61
8,foto_008.jpg,-35.3631326,149.1651798,0.0,61
9,foto_009.jpg,-35.3631522,149.1653279,10.01,117
10,foto_010.jpg,-35.3631522,149.1653277,10.01,117
11,foto_011.jpg,-35.3632201,149.1653874,10.01,153
12,foto_012.jpg,-35.3632197,149.1653873,10.01,153
13,foto_013.jpg,-35.3633033,149.1653868,10.01,189
14,foto_014.jpg,-35.3633028,149.1653869,10.0,189
15,foto_015.jpg,-35.3633705,149.1653264,10.01,225
16,foto_016.jpg,-35.3633704,149.1653265,10.01,225
17,foto_017.jpg,-35.3633954,149.165233,10.02,261
18,foto_018.jpg,-35.3633957,149.1652299,10.02,261
19,foto_019.jpg,-35.3633711,149.1651356,10.02,297
20,foto_020.jpg,-35.3633699,149.1651329,10.02,297
