ID,Filename,Lat,Lon,Alt,Heading,AltObjetivo
1,foto_001.jpg,-35.363209,149.1652302,5.0,353.0,5
2,foto_002.jpg,-35.363207,149.1652312,5.0,75.0,5
3,foto_003.jpg,-35.3632097,149.1652502,4.99,121.0,5
4,foto_004.jpg,-35.3632097,149.1652507,4.99,194.0,5
5,foto_005.jpg,-35.3632172,149.1652686,4.99,155.0,5
6,foto_006.jpg,-35.3632175,149.1652691,4.99,211.0,5
7,foto_007.jpg,-35.3632292,149.1652833,4.99,174.0,5
8,foto_008.jpg,-35.3632294,149.1652834,5.0,231.0,5
9,foto_009.jpg,-35.3632441,149.1652928,4.99,193.0,5
10,foto_010.jpg,-35.3632445,149.1652928,4.99,251.0,5
11,foto_011.jpg,-35.3632608,149.1652961,5.0,212.0,5
12,foto_012.jpg,-35.3632615,149.1652959,5.0,267.0,5
13,foto_013.jpg,-35.3632774,149.1652929,5.0,231.0,5
14,foto_014.jpg,-35.3632779,149.1652925,4.99,290.0,5
15,foto_015.jpg,-35.3632924,149.1652835,5.0,250.0,5
16,foto_016.jpg,-35.3632938,149.1652823,5.0,303.0,5
17,foto_017.jpg,-35.3633045,149.1652691,5.0,269.0,5
18,foto_018.jpg,-35.3633054,149.1652672,4.99,321.0,5
19,foto_019.jpg,-35.3633121,149.1652507,5.0,288.0,5
20,foto_020.jpg,-35.3633124,149.1652499,5.0,346.0,5
21,foto_021.jpg,-35.3633148,149.1652303,5.0,306.0,5
22,foto_022.jpg,-35.3633148,149.1652296,5.0,4.0,5
23,foto_023.jpg,-35.3633122,149.1652097,5.0,324.0,5
24,foto_024.jpg,-35.3633121,149.1652087,5.0,21.0,5
25,foto_025.jpg,-35.3633048,149.1651914,5.0,340.0,5
26,foto_026.jpg,-35.3633042,149.1651906,5.0,36.0,5
27,foto_027.jpg,-35.3632927,149.1651767,5.0,358.0,5
28,foto_028.jpg,-35.3632924,149.1651762,5.0,56.0,5
29,foto_029.jpg,-35.3632778,149.1651671,5.0,15.0,5
30,foto_030.jpg,-35.3632773,149.1651671,5.0,73.0,5
31,foto_031.jpg,-35.3632613,149.1651638,5.0,16.0,5
32,foto_032.jpg,-35.3632607,149.165164,5.0,88.0,5
33,foto_033.jpg,-35.3632443,149.1651671,5.0,50.0,5
34,foto_034.jpg,-35.3632439,149.1651674,5.0,106.0,5
35,foto_035.jpg,-35.3632295,149.1651764,5.0,59.0,5
36,foto_036.jpg,-35.3632293,149.1651765,5.0,123.0,5
37,foto_037.jpg,-35.3632175,149.1651909,5.0,80.0,5
38,foto_038.jpg,-35.3632172,149.1651916,4.99,141.0,5
39,foto_039.jpg,-35.3632099,149.1652092,5.0,94.0,5
40,foto_040.jpg,-35.3632096,149.1652102,5.0,158.0,5
41,foto_041.jpg,-35.3632072,149.1652298,9.0,166.0,9
42,foto_042.jpg,-35.3632072,149.1652322,8.99,167.0,9
43,foto_043.jpg,-35.3632097,149.1652502,9.0,135.0,9
44,foto_044.jpg,-35.3632104,149.1652526,9.0,184.0,9
45,foto_045.jpg,-35.3632172,149.1652686,9.0,155.0,9
46,foto_046.jpg,-35.3632172,149.1652689,8.99,212.0,9
47,foto_047.jpg,-35.3632293,149.1652834,9.0,173.0,9
48,foto_048.jpg,-35.3632295,149.1652837,9.0,231.0,9
49,foto_049.jpg,-35.363244,149.1652928,9.0,193.0,9
50,foto_050.jpg,-35.3632457,149.165293,9.0,246.0,9
51,foto_051.jpg,-35.3632608,149.1652961,9.0,212.0,9
52,foto_052.jpg,-35.3632616,149.1652959,9.0,270.0,9
53,foto_053.jpg,-35.3632774,149.1652929,9.0,231.0,9
54,foto_054.jpg,-35.3632778,149.1652926,9.0,289.0,9
55,foto_055.jpg,-35.3632925,149.1652835,9.0,251.0,9
56,foto_056.jpg,-35.3632926,149.1652834,9.0,308.0,9
57,foto_057.jpg,-35.3633006,149.1652744,9.0,301.0,9
58,foto_058.jpg,-35.3633089,149.1652603,8.99,278.0,9
59,foto_059.jpg,-35.3633091,149.1652593,8.99,337.0,9
